symbol,date,recommendation,combined,intrinsicv_value,market_price,pe_ratio,rsi,macd_signal,bollinger_signal,trend_signal,fundamental_signal,risk_signal,dividiend_signal,score
SQ,9/20/2024,SELL,SELL,0,67.45999908447266,62.666664,81.73371383175267,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SPXX,9/20/2024,SELL,SELL,0,16.520000457763672,6.5337305,77.54708993155228,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SQM,9/20/2024,SELL,SELL,0,36.88999938964844,409.4444,66.42857493186675,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SR,9/20/2024,SELL,SELL,0,66.55999755859375,16.209757,64.70117634,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SRE,9/20/2024,SELL,SELL,0,83.18000030517578,17.782267,51.89213444217613,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SRL,9/20/2024,HOLD,HOLD,0,8.11400032,107.14286,60.538542560920696,BUY,HOLD,downward,SELL,BUY,HOLD,0
SRI,9/20/2024,HOLD,HOLD,0,12.109999656677246,174.64287,46.66667019879339,BUY,HOLD,downward,SELL,BUY,HOLD,0
SSD,9/20/2024,SELL,SELL,0,189.25999450683594,24.489729,80.23753559837233,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SRV,9/20/2024,SELL,SELL,0,43.209999084472656,3.5068827,70.71173285198556,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SSB,9/20/2024,HOLD,HOLD,0,98.77999877929688,16.011219,68.36156639618962,BUY,HOLD,downward,SELL,BUY,HOLD,0
SSTK,9/20/2024,HOLD,HOLD,0,35.33000183105469,26.877863,60.46128273049211,BUY,HOLD,downward,SELL,BUY,HOLD,0
ST,9/20/2024,HOLD,HOLD,0,35.349998474121094,587.6666,54.417650532869544,BUY,HOLD,downward,SELL,BUY,HOLD,0
STAG,9/20/2024,SELL,SELL,0,39.09000015258789,37.519234,43.58974359,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
STC,9/20/2024,SELL,SELL,0,74.84999847,48.012825,68.00139816050425,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
STE,9/20/2024,SELL,SELL,0,236.97999572753906,41.925663,31.52642928842772,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
STEL,9/20/2024,HOLD,HOLD,0,26.780000686645508,12.647887,68.22702253686609,BUY,HOLD,downward,SELL,BUY,HOLD,0
STEW,9/20/2024,HOLD,HOLD,0,15.729999542236328,3.9007442,59.25924181664481,BUY,HOLD,downward,SELL,BUY,HOLD,0
STLA,9/20/2024,HOLD,HOLD,0,15,3.1053717,33.91810549880289,BUY,HOLD,downward,SELL,BUY,HOLD,0
STG,9/20/2024,HOLD,HOLD,0,6.150000095367432,1.3053131,56.78128859452237,BUY,HOLD,downward,SELL,BUY,HOLD,0
STK,9/20/2024,SELL,SELL,0,32.95000076293945,4.7090974,93.08489307010105,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
STM,9/20/2024,HOLD,HOLD,0,27.940000534057617,7.3421054,41.88481344264806,BUY,HOLD,downward,SELL,BUY,HOLD,0
STN,9/20/2024,HOLD,HOLD,0,80.20999908447266,35.660267,62.15046790527098,BUY,HOLD,downward,SELL,BUY,HOLD,0
STNG,9/20/2024,HOLD,HOLD,0,68.26000213623047,5.3424554,48.43207396531236,BUY,HOLD,downward,SELL,BUY,HOLD,0
STT,9/20/2024,SELL,SELL,0,88.5,16.351477,78.0742406,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
STVN,9/20/2024,SELL,SELL,0,19.260000228881836,38.57843,28.61738188093861,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
STWD,9/20/2024,SELL,SELL,0,20.959999084472656,19.045454,80.51277336207723,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
STZ,9/20/2024,SELL,SELL,0,248.08999633789062,18.434896,39.369766738615866,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SU,9/20/2024,HOLD,HOLD,0,37.209999084472656,8.693925,48.67469192883891,BUY,HOLD,downward,SELL,BUY,HOLD,0
SUM,9/20/2024,SELL,SELL,0,39.36000061035156,18.151375,82.14910007351736,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SUI,9/20/2024,SELL,SELL,0,140.67999267578125,270.53845,48.559210387038675,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SUN,9/20/2024,SELL,SELL,0,52.70000076293945,6.798212,53.93053755912091,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SUPV,9/20/2024,SELL,SELL,0,8.270000457763672,7.2521744,70.00002934384234,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SVV,9/20/2024,SELL,SELL,0,10.40999984741211,46.04348,84.81013422267863,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SUZ,9/20/2024,SELL,SELL,0,9.43999958,236.125,34.88375187684774,SELL,BUY,downward,SELL,BUY,HOLD,-0.5
SWI,9/20/2024,SELL,SELL,0,12.859999656677246,107.75001,79.27924599628841,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SXC,9/20/2024,HOLD,HOLD,0,8.159999847,11.128378,64.83518959549991,BUY,HOLD,downward,SELL,BUY,HOLD,0
SWX,9/20/2024,SELL,SELL,0,73.94000244140625,29.18182,81.27708272782519,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SWZ,9/20/2024,SELL,SELL,0,8.789999961853027,13.553847,58.763770857246534,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SXI,9/20/2024,SELL,SELL,0,178.1199951171875,28.898058,79.12525861075214,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SXT,9/20/2024,SELL,SELL,0,77.51999664,37.48068,71.75926743549441,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
SYF,9/20/2024,HOLD,HOLD,0,50.58000183105469,7.064246,66.98823820907751,BUY,HOLD,downward,SELL,BUY,HOLD,0
SYY,9/20/2024,SELL,SELL,0,75.19000244140625,19.329048,32.54378452278995,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SYK,9/20/2024,SELL,SELL,0,364.80999755859375,40.67001,60.68188082305657,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
T,9/20/2024,SELL,SELL,0,21.540000915527344,12.33046,50.84035633801462,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TAC,9/20/2024,SELL,SELL,0,9.800000190734863,7.05,77.37224600605617,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
TAK,9/20/2024,SELL,SELL,0,14.800000190734863,44.893333,43.54842182981603,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TAL,9/20/2024,HOLD,HOLD,0,8.06000042,100.68751,62.26995534113162,BUY,HOLD,downward,SELL,BUY,HOLD,0
TALO,9/20/2024,SELL,SELL,0,11.460000038146973,163.71428,71.31783748058459,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TAP,9/20/2024,SELL,SELL,0,54.49000168,9.978899,38.19222076013037,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TBB,9/20/2024,SELL,SELL,0,24.709999084472656,4.82793,72.92255310776764,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TCI,9/20/2024,HOLD,HOLD,0,27.62000084,41.913044,42.052316663142356,BUY,HOLD,downward,SELL,BUY,HOLD,0
TCOA,9/20/2024,SELL,SELL,0,11.069999694824219,65.117645,100,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TD,9/20/2024,SELL,SELL,0,64.55999755859375,20.374214,80.83827365606217,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TDC,9/20/2024,SELL,SELL,0,29.06999969482422,45.55469,87.83180239211674,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TDG,9/20/2024,SELL,SELL,0,1408.030029296875,51.78967,98.39095270056411,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TDW,9/20/2024,HOLD,HOLD,0,75.68000030517578,25.321781,57.55466975685028,BUY,HOLD,downward,SELL,BUY,HOLD,0
TDY,9/20/2024,SELL,SELL,0,432.1300048828125,23.447226,64.03853733,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TEAF,9/20/2024,SELL,SELL,0,12.81000042,36.719143,63.31205598127187,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TECK,9/20/2024,SELL,SELL,0,48.90999984741211,23.773172,91.76143683060857,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TEL,9/20/2024,HOLD,HOLD,0,148.11000061035156,13.25291,64.20545809840178,BUY,HOLD,downward,SELL,BUY,HOLD,0
TEI,9/20/2024,SELL,SELL,0,5.920000076293945,9.061539,79.73133329685814,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TEN,9/20/2024,SELL,SELL,0,25.040000915527344,5.0969696,71.46170502676702,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TEO,9/20/2024,SELL,SELL,0,8.529999732971191,7.766055,70.11834878822634,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TEX,9/20/2024,HOLD,HOLD,0,51.86000061035156,7.0891776,56.490471450689306,BUY,HOLD,downward,SELL,BUY,HOLD,0
TFII,9/20/2024,HOLD,HOLD,0,145.35000610351562,26.31103,62.96300539098996,BUY,HOLD,downward,SELL,BUY,HOLD,0
TFX,9/20/2024,SELL,SELL,0,242.5,43.361607,44.00379524412973,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TGLS,9/20/2024,SELL,SELL,0,68.65000153,22.221155,87.44731498017292,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TGNA,9/20/2024,SELL,SELL,0,15.15999984741211,6.203252,78.46153244,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TGS,9/20/2024,SELL,SELL,0,20.469999313354492,28.51389,47.45761459449898,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TGT,9/20/2024,HOLD,HOLD,0,154.75,15.970073,60.39544851,BUY,HOLD,downward,SELL,BUY,HOLD,0
THG,9/20/2024,SELL,SELL,0,146.86000061035156,19.436255,51.087406143142445,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
THC,9/20/2024,HOLD,HOLD,0,165.16000366210938,5.975956,67.77845029168017,BUY,HOLD,downward,SELL,BUY,HOLD,0
THO,9/20/2024,HOLD,HOLD,0,103.51000213623047,21.030363,56.675326528307046,BUY,HOLD,downward,SELL,BUY,HOLD,0
THQ,9/20/2024,SELL,SELL,0,22.059999465942383,7.952899,76.47062783438761,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
THW,9/20/2024,SELL,SELL,0,13.350000381469727,10.27907,70.49184684895955,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
THR,9/20/2024,SELL,SELL,0,29.989999771118164,21.28125,75.93819012431447,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TIMB,9/20/2024,SELL,SELL,0,16.950000762939453,14.487181,75.73531062,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TIXT,9/20/2024,HOLD,HOLD,0,3.569999933242798,35.8,41.17644171400563,BUY,HOLD,downward,SELL,BUY,HOLD,0
TK,9/20/2024,SELL,SELL,0,8.850000381469727,5.703821,75.22525192904317,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TJX,9/20/2024,SELL,SELL,0,117.93000030517578,28.46489,55.77957209775466,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TKC,9/20/2024,HOLD,HOLD,0,6.949999809265137,11.754238,46.794862389807925,BUY,HOLD,downward,SELL,BUY,HOLD,0
TKR,9/20/2024,SELL,SELL,0,82.58999633789062,16.832653,73.24286567669651,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TLK,9/20/2024,SELL,SELL,0,20.579999923706055,13.386364,72.52742070370549,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TME,9/20/2024,HOLD,HOLD,0,9.859999656677246,19.75,40.13607030969716,BUY,HOLD,downward,SELL,BUY,HOLD,0
TM,9/20/2024,HOLD,HOLD,0,184.07000732421875,7.1253858,69.23448206449831,BUY,HOLD,downward,SELL,BUY,HOLD,0
TMHC,9/20/2024,SELL,SELL,0,69.87000274658203,10.451039,75.81931513856912,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TMO,9/20/2024,SELL,SELL,0,613.6900024414062,38.084938,42.105935548042396,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TNC,9/20/2024,HOLD,HOLD,0,92.08000183105469,15.977548,57.75464628866461,BUY,HOLD,downward,SELL,BUY,HOLD,0
TNET,9/20/2024,SELL,SELL,0,96.79000091552734,16.229097,72.63030294264672,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TNK,9/20/2024,HOLD,HOLD,0,55.77000045776367,4.353583,61.99460389860101,BUY,HOLD,downward,SELL,BUY,HOLD,0
TNL,9/20/2024,SELL,SELL,0,44.5,8.029038,73.80465388547458,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TOL,9/20/2024,SELL,SELL,0,150.44000244140625,10.411733,79.60488476484534,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TPB,9/20/2024,SELL,SELL,0,41.93000030517578,17.684874,70.92490312141975,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TPH,9/20/2024,SELL,SELL,0,44.72999954223633,10.20729,72.56195408118549,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TPL,9/20/2024,SELL,SELL,0,936.2800293,48.383823,95.7522296,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TPR,9/20/2024,SELL,SELL,0,42.56999969482422,12.097143,68.82350301248752,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TPX,9/20/2024,SELL,SELL,0,53.77000045776367,25.758373,82.48369402612946,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TPZ,9/20/2024,SELL,SELL,0,18.229999542236328,4.5123763,64.06253725293851,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TR,9/20/2024,SELL,SELL,0,32.029998779296875,23.913534,56.57325464432714,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TRAK,9/20/2024,HOLD,HOLD,0,19.62999916,70.10714,68.34168157,BUY,HOLD,downward,SELL,BUY,HOLD,0
TRC,9/20/2024,SELL,SELL,0,18.200000762939453,458.275,79.02444108,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TREX,9/20/2024,SELL,SELL,0,69.15000153,28.884296,80.45114794723285,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TRGP,9/20/2024,SELL,SELL,0,152.8300018310547,32.294735,94.32278439650993,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TRN,9/20/2024,SELL,SELL,0,34.20000076293945,16.209908,93.6602623,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TRI,9/20/2024,SELL,SELL,0,169.4600067138672,33.02529,52.986117660273145,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TRNO,9/20/2024,SELL,SELL,0,68.37999725341797,37.91111,50.859091212978846,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TRP,9/20/2024,SELL,SELL,0,46.18000030517578,18.97325,41.39265275765079,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TRV,9/20/2024,SELL,SELL,0,238.52999877929688,15.063132,47.000750294156255,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TS,9/20/2024,HOLD,HOLD,0,29.510000228881836,6.305556,67.79028865991165,BUY,HOLD,downward,SELL,BUY,HOLD,0
TSI,9/20/2024,SELL,SELL,0,5.099999904632568,12.166667,45.00001192,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TSM,9/20/2024,SELL,SELL,0,174.0800018310547,30.647888,76.81874766844871,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TSLX,9/20/2024,SELL,SELL,0,20.510000228881836,8.654009,42.56599178252105,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TTC,9/20/2024,HOLD,HOLD,0,84.90000153,22.232285,66.30593100077175,BUY,HOLD,downward,SELL,BUY,HOLD,0
TT,9/20/2024,SELL,SELL,0,384.92999267578125,37.59082,93.84204282949366,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TTE,9/20/2024,HOLD,HOLD,0,69.08999633789062,7.835221,65.95543803973803,BUY,HOLD,downward,SELL,BUY,HOLD,0
TTI,9/20/2024,HOLD,HOLD,0,3.0299999713897705,43.928574,68.33334591654312,BUY,HOLD,downward,SELL,BUY,HOLD,0
TTP,9/20/2024,SELL,SELL,0,42.185001373291016,3.5812075,62.74511671,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TU,9/20/2024,SELL,SELL,0,16.739999771118164,42.794876,50.33238298,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TV,9/20/2024,HOLD,HOLD,0,2.1700000762939453,0.12074735,69.87180261138697,BUY,HOLD,downward,SELL,BUY,HOLD,0
TWI,9/20/2024,HOLD,HOLD,0,8.119999885559082,18.88372,66.03772142002114,BUY,HOLD,downward,SELL,BUY,HOLD,0
TWO,9/20/2024,SELL,SELL,0,13.93999958,24.103449,59.99998092653186,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TWN,9/20/2024,SELL,SELL,0,43.70000076293945,2.7437787,74.36761585936183,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TXT,9/20/2024,HOLD,HOLD,0,87.91000366210938,18.572939,58.06467491432777,BUY,HOLD,downward,SELL,BUY,HOLD,0
TY,9/20/2024,SELL,SELL,0,32.74000168,6.025461,94.47392102326403,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TYG,9/20/2024,SELL,SELL,0,37.779998779296875,3.8842213,87.99995006221415,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
TYL,9/20/2024,SELL,SELL,0,577.7999877929688,119.35684,35.42587136972341,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UAN,9/20/2024,HOLD,HOLD,0,69.94999694824219,14.8076935,69.62718812088258,BUY,HOLD,downward,SELL,BUY,HOLD,0
UBER,9/20/2024,HOLD,HOLD,0,73.94000244140625,80.36957,64.91105665363445,BUY,HOLD,downward,SELL,BUY,HOLD,0
UBS,9/20/2024,HOLD,HOLD,0,29.899999618530273,61.15306,65.94199042595318,BUY,HOLD,downward,SELL,BUY,HOLD,0
UE,9/20/2024,SELL,SELL,0,21.170000076293945,8.587044,74.57325361019468,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UDR,9/20/2024,SELL,SELL,0,45.619998931884766,111.26829,67.10237840766862,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UGI,9/20/2024,HOLD,HOLD,0,24.030000686645508,7.6703815,58.857216341375796,BUY,HOLD,downward,SELL,BUY,HOLD,0
UGP,9/20/2024,HOLD,HOLD,0,3.8499999046325684,8.265958,17.647046448859555,SELL,BUY,downward,SELL,BUY,HOLD,0
UHT,9/20/2024,SELL,SELL,0,45.22999954223633,34.93077,67.23851790924428,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UHAL,9/20/2024,SELL,SELL,0,74.62000274658203,27.393383,84.35545506108286,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
UHS,9/20/2024,SELL,SELL,0,238.02000427246094,17.450367,79.48257748205218,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UI,9/20/2024,SELL,SELL,0,217.27999877929688,37.096718,100,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
UL,9/20/2024,SELL,SELL,0,64.41000366210938,21.96075,28.30896790045888,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UMC,9/20/2024,SELL,SELL,0,8.390000343322754,12.734848,48.245616236551314,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ULS,9/20/2024,SELL,SELL,0,48.5,36.014923,45.888159133060114,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UNF,9/20/2024,SELL,SELL,0,188.1999969482422,27.464235,82.56484165696502,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
UNM,9/20/2024,SELL,SELL,0,57.349998474121094,8.397944,77.83985645,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
UNH,9/20/2024,SELL,SELL,0,575,38.1131,30.665280232343434,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UNMA,9/20/2024,SELL,SELL,0,25.899999618530273,5.377593,76.28869020113694,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
UNP,9/20/2024,SELL,SELL,0,245.38999938964844,23.041315,40.467615903990406,SELL,BUY,downward,SELL,BUY,HOLD,-0.5
URI,9/20/2024,SELL,SELL,0,783.5999755859375,20.7973,90.45594951784267,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
UPS,9/20/2024,HOLD,HOLD,0,128.60000610351562,20.995106,48.829437198508316,BUY,HOLD,downward,SELL,BUY,HOLD,0
UP,9/20/2024,SELL,SELL,0,2.359999895095825,0.38015872,75.9999911,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
USA,9/20/2024,SELL,SELL,0,6.949999809265137,5.535714,63.04346473996828,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
USAC,9/20/2024,SELL,SELL,0,22.790000915527344,43.980774,79.67032276049406,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
USB,9/20/2024,HOLD,HOLD,0,46.00999832,14.606348,64.39391093257811,BUY,HOLD,downward,SELL,BUY,HOLD,0
USFD,9/20/2024,SELL,SELL,0,61.58000183105469,29.323812,88.60104070722764,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
USM,9/20/2024,SELL,SELL,0,55.130001068115234,65.915665,57.24431657,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
USNA,9/20/2024,HOLD,HOLD,0,38.599998474121094,13.720281,69.71609972,BUY,HOLD,downward,SELL,BUY,HOLD,0
USPH,9/20/2024,HOLD,HOLD,0,83.27999877929688,85.07575,46.10279846450108,BUY,HOLD,downward,SELL,BUY,HOLD,0
UTL,9/20/2024,SELL,SELL,0,60.380001068115234,20.066225,64.59199071387116,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UTF,9/20/2024,SELL,SELL,0,25.37999916,21.870691,48.05968687619778,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UTI,9/20/2024,HOLD,HOLD,0,16.459999084472656,34,47.15908044,BUY,HOLD,downward,SELL,BUY,HOLD,0
UTZ,9/20/2024,SELL,SELL,0,17.639999389648438,443.75,49.81712408053573,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UVE,9/20/2024,SELL,SELL,0,21.850000381469727,7.757895,55.220424820837614,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UVV,9/20/2024,HOLD,HOLD,0,52.27000045776367,10.784394,57.0526468,BUY,HOLD,downward,SELL,BUY,HOLD,0
UWMC,9/20/2024,SELL,SELL,0,8.420000076293945,281.1667,40.57807283591211,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
V,9/20/2024,SELL,SELL,0,284.7699890136719,30.5627,47.38155894512736,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VAC,9/20/2024,HOLD,HOLD,0,74.48999786376953,17.517647,66.43221581286909,BUY,HOLD,downward,SELL,BUY,HOLD,0
VAL,9/20/2024,HOLD,HOLD,0,55.310001373291016,4.0812593,44.690274698101035,BUY,HOLD,downward,SELL,BUY,HOLD,0
VBF,9/20/2024,SELL,SELL,0,16.87000084,23.108492,70.16671692992045,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VALE,9/20/2024,HOLD,HOLD,0,10.399999618530273,4.613333,58.12497057,BUY,HOLD,downward,SELL,BUY,HOLD,0
VCV,9/20/2024,SELL,SELL,0,10.93999958,11.869565,41.262230953370405,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VEEV,9/20/2024,SELL,SELL,0,214.8800048828125,57.117332,23.358648703369383,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VEL,9/20/2024,SELL,SELL,0,19.559999465942383,11.325714,55.03354502,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VGI,9/20/2024,SELL,SELL,0,8.050000190734863,10.585526,66.26719735156627,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VGM,9/20/2024,SELL,SELL,0,10.520000457763672,12.091954,55.79213432880335,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VGR,9/20/2024,SELL,SELL,0,14.930000305175781,11.829365,48.07705709957488,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VHI,9/20/2024,SELL,SELL,0,28.979999542236328,34.627907,51.428566474420855,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VICI,9/20/2024,SELL,SELL,0,33.06999969482422,12.898039,45.49205694243862,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VIPS,9/20/2024,HOLD,HOLD,0,13.140000343322754,6.1331773,64.18440939524231,BUY,HOLD,downward,SELL,BUY,HOLD,0
VIST,9/20/2024,SELL,SELL,0,47.400001525878906,10.91705,46.95123759569451,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VIV,9/20/2024,SELL,SELL,0,10,17.473684,64.89360947,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VKQ,9/20/2024,SELL,SELL,0,10.260000228881836,12.058824,54.81426124594753,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VLRS,9/20/2024,SELL,SELL,0,6.449999809265137,6.3712873,62.82049453288116,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VLO,9/20/2024,HOLD,HOLD,0,134.4600067138672,7.6181307,50.83386190926339,BUY,HOLD,downward,SELL,BUY,HOLD,0
VLT,9/20/2024,SELL,SELL,0,11.220000267028809,10.575567,59.674716503416974,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VLTO,9/20/2024,SELL,SELL,0,109.47000122070312,34.102802,56.09755189841383,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VMC,9/20/2024,SELL,SELL,0,252.0500030517578,36.531025,90.60242204227605,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
VMO,9/20/2024,SELL,SELL,0,10.279999732971191,12.064706,66.45278422183773,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VMI,9/20/2024,SELL,SELL,0,282.0799865722656,33.745216,88.49867446508803,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
VNO,9/20/2024,SELL,SELL,0,38.79999923706055,430.3333,95.64485901286965,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
VNCE,9/20/2024,SELL,SELL,0,1.7999999523162842,21.11111,49.23076542171522,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VNT,9/20/2024,HOLD,HOLD,0,33.24000168,12.903847,62.94280959642104,BUY,HOLD,downward,SELL,BUY,HOLD,0
VOC,9/20/2024,SELL,SELL,0,4.880000114440918,6.0246916,89.47369741930788,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
VOYA,9/20/2024,SELL,SELL,0,76.62000274658203,10.114295,83.10311362127216,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
VPG,9/20/2024,HOLD,HOLD,0,24.25,15.806452,53.90623991067251,BUY,HOLD,downward,SELL,BUY,HOLD,0
VPV,9/20/2024,SELL,SELL,0,11.229999542236328,18.716665,66.30831762488219,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VRN,9/20/2024,HOLD,HOLD,0,6.440000057220459,14.988372,63.751025052423095,BUY,HOLD,downward,SELL,BUY,HOLD,0
VRT,9/20/2024,SELL,SELL,0,94.54000091552734,73.859375,95.96726540370125,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
VST,9/20/2024,SELL,SELL,0,107.87999725341797,79.323524,100,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
